Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1H682K050BE-ND","CGA2B3X8R1H682K050BE","TDK Corporation","TDK Corporation","CAP CER 6800PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A682K080AE-ND","CGA3E2X8R2A682K080AE","TDK Corporation","TDK Corporation","CAP CER 6800PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173801-2-ND,445-173801-1-ND,445-173801-6-ND","CGA3E2X8R1H472K080AE","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X8R 0603","550","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","4700 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-173824-2-ND,445-173824-1-ND,445-173824-6-ND","CGA2B2X8R1H472K050BE","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X8R 0402","8,925","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","4700 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173809-2-ND,445-173809-1-ND,445-173809-6-ND","CGA3E2X8R2A472K080AE","TDK Corporation","TDK Corporation","CAP CER 4700PF 100V X8R 0603","0","0.29","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","4700 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H332K080AE-ND","CGA3E2X8R1H332K080AE","TDK Corporation","TDK Corporation","CAP CER 3300PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H332K050BE-ND","CGA2B2X8R1H332K050BE","TDK Corporation","TDK Corporation","CAP CER 3300PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A332K080AE-ND","CGA3E2X8R2A332K080AE","TDK Corporation","TDK Corporation","CAP CER 3300PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R2A332K050BE-ND","CGA2B3X8R2A332K050BE","TDK Corporation","TDK Corporation","CAP CER 3300PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Active","3300 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-173815-2-ND,445-173815-1-ND,445-173815-6-ND","CGA2B2X8R1H222K050BE","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X8R 0402","12,069","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","2200 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173830-2-ND,445-173830-1-ND,445-173830-6-ND","CGA3E2X8R2A222K080AE","TDK Corporation","TDK Corporation","CAP CER 2200PF 100V X8R 0603","18,125","0.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","2200 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173831-2-ND,445-173831-1-ND,445-173831-6-ND","CGA3E2X8R1H222K080AE","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X8R 0603","14","0.22","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","2200 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A222K050BE-ND","CGA2B2X8R2A222K050BE","TDK Corporation","TDK Corporation","CAP CER 2200PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Active","2200 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173844-2-ND,445-173844-1-ND,445-173844-6-ND","CGA3E2X8R1H152K080AE","TDK Corporation","TDK Corporation","CAP CER 1500PF 50V X8R 0603","1,662","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Not For New Designs","1500 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H152K050BE-ND","CGA2B2X8R1H152K050BE","TDK Corporation","TDK Corporation","CAP CER 1500PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A152K080AE-ND","CGA3E2X8R2A152K080AE","TDK Corporation","TDK Corporation","CAP CER 1500PF 100V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A152K050BE-ND","CGA2B2X8R2A152K050BE","TDK Corporation","TDK Corporation","CAP CER 1500PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173764-2-ND,445-173764-1-ND,445-173764-6-ND","CGA3E2X8R1H102K080AE","TDK Corporation","TDK Corporation","CAP CER 1000PF 50V X8R 0603","7,661","0.22","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","1000 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173856-2-ND,445-173856-1-ND,445-173856-6-ND","CGA3E2X8R2A102K080AE","TDK Corporation","TDK Corporation","CAP CER 1000PF 100V X8R 0603","7,653","0.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","1000 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-181687-2-ND,445-181687-1-ND,445-181687-6-ND","CGA2B2X8R2A102K050BE","TDK Corporation","TDK Corporation","CAP CER 1000PF 100V X8R 0402","7,555","0.32","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","1000 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-173800-2-ND,445-173800-1-ND,445-173800-6-ND","CGA2B2X8R1H102K050BE","TDK Corporation","TDK Corporation","CAP CER 1000PF 50V X8R 0402","26","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","1000 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H681K050BE-ND","CGA2B2X8R1H681K050BE","TDK Corporation","TDK Corporation","CAP CER 680PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","680 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A681K050BE-ND","CGA2B2X8R2A681K050BE","TDK Corporation","TDK Corporation","CAP CER 680PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","680 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-173855-2-ND,445-173855-1-ND,445-173855-6-ND","CGA2B2X8R1H471K050BE","TDK Corporation","TDK Corporation","CAP CER 470PF 50V X8R 0402","6,594","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","470 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A471K050BE-ND","CGA2B2X8R2A471K050BE","TDK Corporation","TDK Corporation","CAP CER 470PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Active","470 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H331K050BE-ND","CGA2B2X8R1H331K050BE","TDK Corporation","TDK Corporation","CAP CER 330PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","330 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A331K050BE-ND","CGA2B2X8R2A331K050BE","TDK Corporation","TDK Corporation","CAP CER 330PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","330 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-173829-2-ND,445-173829-1-ND,445-173829-6-ND","CGA2B2X8R1H221K050BE","TDK Corporation","TDK Corporation","CAP CER 220PF 50V X8R 0402","126,444","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","220 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A221K050BE-ND","CGA2B2X8R2A221K050BE","TDK Corporation","TDK Corporation","CAP CER 220PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Active","220 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H151K050BE-ND","CGA2B2X8R1H151K050BE","TDK Corporation","TDK Corporation","CAP CER 150PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","150 pF","±10%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A151K050BE-ND","CGA2B2X8R2A151K050BE","TDK Corporation","TDK Corporation","CAP CER 150PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","150 pF","±10%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
