Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Ratings","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT200KTR-ND,RMCF0603FT200KCT-ND,RMCF0603FT200KDKR-ND","RMCF0603FT200K","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 200K OHM 1% 1/10W 0603","1,753,389","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","200 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT4K75TR-ND,RMCF0603FT4K75CT-ND,RMCF0603FT4K75DKR-ND","RMCF0603FT4K75","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 4.75K OHM 1% 1/10W 0603","1,556,694","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","4.75 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT22K1TR-ND,RMCF0603FT22K1CT-ND,RMCF0603FT22K1DKR-ND","RMCF0603FT22K1","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 22.1K OHM 1% 1/10W 0603","1,699,100","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","22.1 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT47K5TR-ND,RMCF0603FT47K5CT-ND,RMCF0603FT47K5DKR-ND","RMCF0603FT47K5","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 47.5K OHM 1% 1/10W 0603","1,272,630","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","47.5 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT470KTR-ND,RMCF0603FT470KCT-ND,RMCF0603FT470KDKR-ND","RMCF0603FT470K","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 470K OHM 1% 1/10W 0603","1,045,037","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","470 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT5K90TR-ND,RMCF0603FT5K90CT-ND,RMCF0603FT5K90DKR-ND","RMCF0603FT5K90","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 5.9K OHM 1% 1/10W 0603","919,540","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","5.9 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT15K0TR-ND,RMCF0603FT15K0CT-ND,RMCF0603FT15K0DKR-ND","RMCF0603FT15K0","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 15K OHM 1% 1/10W 0603","903,683","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","15 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT97K6TR-ND,RMCF0603FT97K6CT-ND,RMCF0603FT97K6DKR-ND","RMCF0603FT97K6","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 97.6K OHM 1% 1/10W 0603","833,854","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","97.6 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT4K99TR-ND,RMCF0603FT4K99CT-ND,RMCF0603FT4K99DKR-ND","RMCF0603FT4K99","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 4.99K OHM 1% 1/10W 0603","814,026","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","4.99 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT2K00TR-ND,RMCF0603FT2K00CT-ND,RMCF0603FT2K00DKR-ND","RMCF0603FT2K00","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 2K OHM 1% 1/10W 0603","820,000","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","2 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT9K76TR-ND,RMCF0603FT9K76CT-ND,RMCF0603FT9K76DKR-ND","RMCF0603FT9K76","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 9.76K OHM 1% 1/10W 0603","824,338","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","9.76 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT33R2TR-ND,RMCF0603FT33R2CT-ND,RMCF0603FT33R2DKR-ND","RMCF0603FT33R2","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 33.2 OHM 1% 1/10W 0603","773,594","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","33.2 Ohms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT332RTR-ND,RMCF0603FT332RCT-ND,RMCF0603FT332RDKR-ND","RMCF0603FT332R","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 332 OHM 1% 1/10W 0603","765,110","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","332 Ohms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","738-RMCF0603FT560RTR-ND,738-RMCF0603FT560RCT-ND,738-RMCF0603FT560RDKR-ND","RMCF0603FT560R","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 560 OHM 1% 1/10W 0603","747,098","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","560 Ohms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT3K30TR-ND,RMCF0603FT3K30CT-ND,RMCF0603FT3K30DKR-ND","RMCF0603FT3K30","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 3.3K OHM 1% 1/10W 0603","998,454","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","3.3 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT10K5TR-ND,RMCF0603FT10K5CT-ND,RMCF0603FT10K5DKR-ND","RMCF0603FT10K5","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 10.5K OHM 1% 1/10W 0603","743,097","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","10.5 kOhms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT270RTR-ND,RMCF0603FT270RCT-ND,RMCF0603FT270RDKR-ND","RMCF0603FT270R","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 270 OHM 1% 1/10W 0603","716,942","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","270 Ohms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
"https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf","//media.digikey.com/Renders/Stackpole%20Renders/0603.jpg","RMCF0603FT49R9TR-ND,RMCF0603FT49R9CT-ND,RMCF0603FT49R9DKR-ND","RMCF0603FT49R9","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 49.9 OHM 1% 1/10W 0603","711,437","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RMCF","Active","49.9 Ohms","±1%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","AEC-Q200","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2","-"
