Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Ratings","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/1242","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-1812%20Pkg.jpg","P15973TR-ND,P15973CT-ND,P15973DKR-ND","ERJ-12YJ1R5U","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 1.5 OHM 5% 3/4W 1812","900","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-12","Active","1.5 Ohms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200","-100/ +600ppm/°C","-55°C ~ 155°C","1812 (4532 Metric)","AEC-Q200","1812","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.028"" (0.70mm)","2","-"
"https://b2b-api.panasonic.eu/file_stream/pids/fileversion/1242","//media.digikey.com/Renders/Panasonic%20Renders/ERJ-1812%20Pkg.jpg","P15972TR-ND,P15972CT-ND,P15972DKR-ND","ERJ-12YJ100U","Panasonic Electronic Components","Panasonic Electronic Components","RES SMD 10 OHM 5% 3/4W 1812","69,849","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-12","Active","10 Ohms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","1812 (4532 Metric)","AEC-Q200","1812","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.028"" (0.70mm)","2","-"
